number,owner,title,created_at,updated_at,closed_at,issue_url,diff_url,PR_lived,events_url,labels,issue_created_at,issue_closed_at,lines_changed
56127,sivchari,internal/load: improve comments,2022-10-10T14:50:05Z,2022-11-04T09:14:59Z,,https://api.github.com/repos/golang/go/issues/56127,https://github.com/golang/go/pull/56127.diff,2139894.0,https://api.github.com/repos/golang/go/issues/56127/events,[],2022-10-10T14:50:05Z,,2
56110,WeidiDeng,net/http: set Request.TLS when net.Conn implements ConnectionState,2022-10-09T01:11:55Z,2022-11-04T03:47:32Z,,https://api.github.com/repos/golang/go/issues/56110,https://github.com/golang/go/pull/56110.diff,2255737.0,https://api.github.com/repos/golang/go/issues/56110/events,[],2022-10-09T01:11:55Z,,42
56017,alanyee,crypto/rand: add example for Int,2022-10-03T21:04:02Z,2022-10-05T17:33:16Z,,https://api.github.com/repos/golang/go/issues/56017,https://github.com/golang/go/pull/56017.diff,160154.0,https://api.github.com/repos/golang/go/issues/56017/events,[],2022-10-03T21:04:02Z,,7
56005,izolight,"crypto/x509: add String() for KeyUsage, ExtKeyUsage",2022-10-02T21:32:16Z,2022-11-21T07:22:14Z,,https://api.github.com/repos/golang/go/issues/56005,https://github.com/golang/go/pull/56005.diff,4268998.0,https://api.github.com/repos/golang/go/issues/56005/events,[],2022-10-02T21:32:16Z,,65
55931,felipe88alves,math: implement Abs function using generics,2022-09-29T00:29:51Z,2022-09-30T00:15:38Z,,https://api.github.com/repos/golang/go/issues/55931,https://github.com/golang/go/pull/55931.diff,85547.0,https://api.github.com/repos/golang/go/issues/55931/events,[],2022-09-29T00:29:51Z,,28
55913,cuishuang,cmd/compile/internal/base: use strings.Cut,2022-09-28T08:54:36Z,2022-09-29T01:45:31Z,,https://api.github.com/repos/golang/go/issues/55913,https://github.com/golang/go/pull/55913.diff,60655.0,https://api.github.com/repos/golang/go/issues/55913/events,[],2022-09-28T08:54:36Z,,14
55910,cuishuang,cmd/link/internal/ld: use strings.Cut,2022-09-28T08:32:03Z,2022-09-28T14:43:19Z,,https://api.github.com/repos/golang/go/issues/55910,https://github.com/golang/go/pull/55910.diff,22276.0,https://api.github.com/repos/golang/go/issues/55910/events,[],2022-09-28T08:32:03Z,,24
55901,blight19,net/http/prc:use atomic to replace lock,2022-09-28T01:47:49Z,2022-09-28T11:09:08Z,,https://api.github.com/repos/golang/go/issues/55901,https://github.com/golang/go/pull/55901.diff,33679.0,https://api.github.com/repos/golang/go/issues/55901/events,[],2022-09-28T01:47:49Z,,19
55865,eltociear,net/http: fix typo in socks_bundle.go,2022-09-25T17:21:19Z,2022-09-26T03:07:29Z,,https://api.github.com/repos/golang/go/issues/55865,https://github.com/golang/go/pull/55865.diff,35170.0,https://api.github.com/repos/golang/go/issues/55865/events,[],2022-09-25T17:21:19Z,,2
55153,ycongal-smile,crypto/x509: fix certificate request creation with RSA-PSS,2022-09-19T17:50:41Z,2023-02-23T13:13:16Z,,https://api.github.com/repos/golang/go/issues/55153,https://github.com/golang/go/pull/55153.diff,13548155.0,https://api.github.com/repos/golang/go/issues/55153/events,[],2022-09-19T17:50:41Z,,10
55131,shalev67,net/http: add support for proxy basic authentication,2022-09-18T10:48:57Z,2022-09-19T17:31:02Z,,https://api.github.com/repos/golang/go/issues/55131,https://github.com/golang/go/pull/55131.diff,110525.0,https://api.github.com/repos/golang/go/issues/55131/events,[],2022-09-18T10:48:57Z,,20
55077,lukeo3o1,net/http: http2 conn serve's net.Conn type assertion supports non *tls.Conn types,2022-09-14T17:30:46Z,2022-09-15T16:58:04Z,,https://api.github.com/repos/golang/go/issues/55077,https://github.com/golang/go/pull/55077.diff,84438.0,https://api.github.com/repos/golang/go/issues/55077/events,[],2022-09-14T17:30:46Z,,20
55068,ErikPelli,hash: use encoding/binary for conversions,2022-09-14T14:30:28Z,2022-09-16T10:47:50Z,,https://api.github.com/repos/golang/go/issues/55068,https://github.com/golang/go/pull/55068.diff,159442.0,https://api.github.com/repos/golang/go/issues/55068/events,[],2022-09-14T14:30:28Z,,104
55062,codefromthecrypt,syscall: Makes copies from JS to Go more efficient,2022-09-14T06:27:18Z,2023-02-01T04:38:23Z,,https://api.github.com/repos/golang/go/issues/55062,https://github.com/golang/go/pull/55062.diff,12089465.0,https://api.github.com/repos/golang/go/issues/55062/events,[],2022-09-14T06:27:18Z,,12
55048,capnspacehook,internal/fuzz: make T.Skip ignore inputs when fuzzing,2022-09-13T18:08:20Z,2022-09-14T04:26:02Z,,https://api.github.com/repos/golang/go/issues/55048,https://github.com/golang/go/pull/55048.diff,37062.0,https://api.github.com/repos/golang/go/issues/55048/events,[],2022-09-13T18:08:20Z,,135
55020,ZekeLu,image/jpeg: bypass support checking in processSOF for config only calling,2022-09-12T14:56:53Z,2022-09-18T14:14:50Z,,https://api.github.com/repos/golang/go/issues/55020,https://github.com/golang/go/pull/55020.diff,515877.0,https://api.github.com/repos/golang/go/issues/55020/events,[],2022-09-12T14:56:53Z,,212
54998,mem,cmd/go/internal/modcmd: expand help text for go mod tidy,2022-09-10T21:18:19Z,2022-11-26T02:03:44Z,,https://api.github.com/repos/golang/go/issues/54998,https://github.com/golang/go/pull/54998.diff,6583525.0,https://api.github.com/repos/golang/go/issues/54998/events,[],2022-09-10T21:18:19Z,,0
54838,ErikPelli,crypto: use BigEndian in consume functions,2022-09-02T11:13:01Z,2022-09-02T11:19:49Z,,https://api.github.com/repos/golang/go/issues/54838,https://github.com/golang/go/pull/54838.diff,408.0,https://api.github.com/repos/golang/go/issues/54838/events,[],2022-09-02T11:13:01Z,,27
54837,ErikPelli,crypto/sha: remove redundant type conversion,2022-09-02T10:45:58Z,2022-09-02T11:12:34Z,,https://api.github.com/repos/golang/go/issues/54837,https://github.com/golang/go/pull/54837.diff,1596.0,https://api.github.com/repos/golang/go/issues/54837/events,[],2022-09-02T10:45:58Z,,6
54783,iljavs,crypto/x509: update parseCertificate() to guarantee version cannot be negative,2022-08-30T21:43:35Z,2022-08-31T07:02:59Z,,https://api.github.com/repos/golang/go/issues/54783,https://github.com/golang/go/pull/54783.diff,33564.0,https://api.github.com/repos/golang/go/issues/54783/events,[],2022-08-30T21:43:35Z,,2
54772,Xeway,"math/big: add Log10 (decimal logarithm) function for type *Int, *Float and *Rat",2022-08-30T13:12:35Z,2022-08-30T20:57:33Z,,https://api.github.com/repos/golang/go/issues/54772,https://github.com/golang/go/pull/54772.diff,27898.0,https://api.github.com/repos/golang/go/issues/54772/events,[],2022-08-30T13:12:35Z,,70
54754,jacobishao,encoding/xml: post process embedded fields,2022-08-29T18:21:49Z,2022-08-29T18:27:25Z,,https://api.github.com/repos/golang/go/issues/54754,https://github.com/golang/go/pull/54754.diff,336.0,https://api.github.com/repos/golang/go/issues/54754/events,[],2022-08-29T18:21:49Z,,39
54711,samhocevar,runtime: fix misleading comments in amd64 assembly,2022-08-27T19:49:14Z,2023-01-23T22:23:52Z,,https://api.github.com/repos/golang/go/issues/54711,https://github.com/golang/go/pull/54711.diff,12882878.0,https://api.github.com/repos/golang/go/issues/54711/events,[],2022-08-27T19:49:14Z,,4
54578,wishdev,src/crypto/crypto: provide more meaningful panic message,2022-08-21T23:04:32Z,2022-08-21T23:18:27Z,,https://api.github.com/repos/golang/go/issues/54578,https://github.com/golang/go/pull/54578.diff,835.0,https://api.github.com/repos/golang/go/issues/54578/events,[],2022-08-21T23:04:32Z,,4
54554,cardil,cmd/test2json: use original environment to mirror go test,2022-08-19T18:43:59Z,2022-08-22T15:07:47Z,,https://api.github.com/repos/golang/go/issues/54554,https://github.com/golang/go/pull/54554.diff,246228.0,https://api.github.com/repos/golang/go/issues/54554/events,[],2022-08-19T18:43:59Z,,26
54551,pfi79,crypto/x509: error Verification of ECDSA signed x509 cert,2022-08-19T16:40:12Z,2022-08-19T16:58:58Z,,https://api.github.com/repos/golang/go/issues/54551,https://github.com/golang/go/pull/54551.diff,1126.0,https://api.github.com/repos/golang/go/issues/54551/events,[],2022-08-19T16:40:12Z,,57
54460,xkcdstickfigure,mime/multipart: change %v to %w for EOF error,2022-08-15T18:08:54Z,2022-08-15T19:32:48Z,,https://api.github.com/repos/golang/go/issues/54460,https://github.com/golang/go/pull/54460.diff,5034.0,https://api.github.com/repos/golang/go/issues/54460/events,[],2022-08-15T18:08:54Z,,2
54432,zeripath,text/template: add ExecuteFuncMap and ExecuteTemplateFuncMap,2022-08-13T11:24:35Z,2022-08-14T00:07:25Z,,https://api.github.com/repos/golang/go/issues/54432,https://github.com/golang/go/pull/54432.diff,45770.0,https://api.github.com/repos/golang/go/issues/54432/events,[],2022-08-13T11:24:35Z,,98
54427,qingbo1011,Use generics to add MaxAll and MinAll functions,2022-08-13T04:54:55Z,2022-08-14T00:41:40Z,,https://api.github.com/repos/golang/go/issues/54427,https://github.com/golang/go/pull/54427.diff,71205.0,https://api.github.com/repos/golang/go/issues/54427/events,[],2022-08-13T04:54:55Z,,14
54417,go101,expvar: use atomic types+methods instead of atomic functions to guarantee 8-byte alignments for Int and Float values,2022-08-12T14:05:42Z,2022-08-13T00:53:26Z,,https://api.github.com/repos/golang/go/issues/54417,https://github.com/golang/go/pull/54417.diff,38864.0,https://api.github.com/repos/golang/go/issues/54417/events,[],2022-08-12T14:05:42Z,,26
54387,shichuzhu,doc/go_mem.html: delete a sentence that is ambiguous,2022-08-11T02:26:14Z,2022-08-11T03:14:03Z,,https://api.github.com/repos/golang/go/issues/54387,https://github.com/golang/go/pull/54387.diff,2869.0,https://api.github.com/repos/golang/go/issues/54387/events,[],2022-08-11T02:26:14Z,,0
54287,OmidHekayati,runtime: cleanup timer codes,2022-08-05T09:03:19Z,2022-08-15T15:12:13Z,,https://api.github.com/repos/golang/go/issues/54287,https://github.com/golang/go/pull/54287.diff,886134.0,https://api.github.com/repos/golang/go/issues/54287/events,[],2022-08-05T09:03:19Z,,1818
54176,dillonstreator,net/http: export `errCannotRewind`,2022-08-01T15:46:39Z,2022-08-27T00:16:00Z,,https://api.github.com/repos/golang/go/issues/54176,https://github.com/golang/go/pull/54176.diff,2190561.0,https://api.github.com/repos/golang/go/issues/54176/events,[],2022-08-01T15:46:39Z,,2
54022,arp242,"runtime, runtime/pprof: update doc on ThreadCreateProfile, ""threadcreate""",2022-07-24T10:18:35Z,2022-08-16T20:52:20Z,,https://api.github.com/repos/golang/go/issues/54022,https://github.com/golang/go/pull/54022.diff,2025225.0,https://api.github.com/repos/golang/go/issues/54022/events,[],2022-07-24T10:18:35Z,,2
53986,deejross,crypto/x509: fix mac cert error handling,2022-07-21T17:12:44Z,2022-07-21T17:22:45Z,,https://api.github.com/repos/golang/go/issues/53986,https://github.com/golang/go/pull/53986.diff,601.0,https://api.github.com/repos/golang/go/issues/53986/events,[],2022-07-21T17:12:44Z,,10
53974,nikola-jokic,mime: range glob expansions in type_unix.go,2022-07-20T18:59:20Z,2022-11-09T07:04:49Z,,https://api.github.com/repos/golang/go/issues/53974,https://github.com/golang/go/pull/53974.diff,9633929.0,https://api.github.com/repos/golang/go/issues/53974/events,[],2022-07-20T18:59:20Z,,217
53913,ahuigo,feat(net/http): provide an option to access /index.html without 301 redirect,2022-07-16T10:58:53Z,2022-07-18T16:39:22Z,,https://api.github.com/repos/golang/go/issues/53913,https://github.com/golang/go/pull/53913.diff,193229.0,https://api.github.com/repos/golang/go/issues/53913/events,[],2022-07-16T10:58:53Z,,55
53848,subnut,net/url: normalize hex values before comparision,2022-07-13T18:34:43Z,2022-07-16T02:42:50Z,,https://api.github.com/repos/golang/go/issues/53848,https://github.com/golang/go/pull/53848.diff,202087.0,https://api.github.com/repos/golang/go/issues/53848/events,[],2022-07-13T18:34:43Z,,59
53809,wubin1989,net/http: copy Authorization header when redirect from http to https Fixes #35104,2022-07-12T11:23:06Z,2022-07-12T11:33:56Z,,https://api.github.com/repos/golang/go/issues/53809,https://github.com/golang/go/pull/53809.diff,650.0,https://api.github.com/repos/golang/go/issues/53809/events,[],2022-07-12T11:23:06Z,,4
53748,fnxpt,flag: support func flags without arguments,2022-07-08T10:46:13Z,2022-12-21T22:13:12Z,,https://api.github.com/repos/golang/go/issues/53748,https://github.com/golang/go/pull/53748.diff,14383619.0,https://api.github.com/repos/golang/go/issues/53748/events,[],2022-07-08T10:46:13Z,,71
53706,sivchari,database: add a new test case for type t,2022-07-06T17:09:26Z,2022-09-16T08:49:44Z,,https://api.github.com/repos/golang/go/issues/53706,https://github.com/golang/go/pull/53706.diff,6190818.0,https://api.github.com/repos/golang/go/issues/53706/events,[],2022-07-06T17:09:26Z,,1
53687,ZekeLu,syscall: make use of StartupInfo.Reserved2 on Windows,2022-07-05T08:22:11Z,2022-07-06T01:10:26Z,,https://api.github.com/repos/golang/go/issues/53687,https://github.com/golang/go/pull/53687.diff,60495.0,https://api.github.com/repos/golang/go/issues/53687/events,[],2022-07-05T08:22:11Z,,125
53602,jclab-joseph,wip: crypto/tls: add cipher suites TLS_ECDHE_PSK,2022-06-29T14:27:24Z,2022-06-30T08:28:36Z,,https://api.github.com/repos/golang/go/issues/53602,https://github.com/golang/go/pull/53602.diff,64872.0,https://api.github.com/repos/golang/go/issues/53602/events,[],2022-06-29T14:27:24Z,,364
53528,Foxboron,cmd/cgo: enable reproducible builds when LTO is enabled,2022-06-24T08:03:10Z,2023-02-16T14:36:37Z,,https://api.github.com/repos/golang/go/issues/53528,https://github.com/golang/go/pull/53528.diff,20500407.0,https://api.github.com/repos/golang/go/issues/53528/events,[],2022-06-24T08:03:10Z,,43
53503,starius,crypto/aes: speedup CTR mode on AMD64 and ARM64,2022-06-22T16:22:27Z,2022-08-27T16:41:16Z,,https://api.github.com/repos/golang/go/issues/53503,https://github.com/golang/go/pull/53503.diff,5703529.0,https://api.github.com/repos/golang/go/issues/53503/events,[],2022-06-22T16:22:27Z,,1186
53425,inteon,encoding/json: fix using omitempty in combination with MarshalJSON,2022-06-17T14:04:15Z,2022-06-17T16:01:24Z,,https://api.github.com/repos/golang/go/issues/53425,https://github.com/golang/go/pull/53425.diff,7029.0,https://api.github.com/repos/golang/go/issues/53425/events,[],2022-06-17T14:04:15Z,,27
53347,howjmay,cmd/go/internal: wrap error with %w instead of %v,2022-06-13T07:52:45Z,2022-06-13T16:45:57Z,,https://api.github.com/repos/golang/go/issues/53347,https://github.com/golang/go/pull/53347.diff,31992.0,https://api.github.com/repos/golang/go/issues/53347/events,[],2022-06-13T07:52:45Z,,18
53268,kyakdan,doc/go1.19: add release note for fuzzing CLs,2022-06-07T14:29:59Z,2022-06-24T15:23:32Z,,https://api.github.com/repos/golang/go/issues/53268,https://github.com/golang/go/pull/53268.diff,1472013.0,https://api.github.com/repos/golang/go/issues/53268/events,[],2022-06-07T14:29:59Z,,0
53242,waldreiter,os: don't check for IsExist in MkdirAll example,2022-06-05T16:29:34Z,2022-06-07T07:00:47Z,,https://api.github.com/repos/golang/go/issues/53242,https://github.com/golang/go/pull/53242.diff,138673.0,https://api.github.com/repos/golang/go/issues/53242/events,[],2022-06-05T16:29:34Z,,2
53216,eay,crypto/tls: fix a testing deadlock that occurs on a TLS protocol error,2022-06-03T02:17:04Z,2022-06-03T02:26:44Z,,https://api.github.com/repos/golang/go/issues/53216,https://github.com/golang/go/pull/53216.diff,580.0,https://api.github.com/repos/golang/go/issues/53216/events,[],2022-06-03T02:17:04Z,,1
53162,stevemk14ebr,debug/buildinfo: fix buildinfo data section location on elf and pe,2022-05-31T17:10:12Z,2022-06-03T16:40:45Z,,https://api.github.com/repos/golang/go/issues/53162,https://github.com/golang/go/pull/53162.diff,257433.0,https://api.github.com/repos/golang/go/issues/53162/events,[],2022-05-31T17:10:12Z,,9
53154,adriancable,crypto/cipher: add optimized assembly xorBytes for ARM (NEON + non-NEON),2022-05-30T20:12:33Z,2022-05-31T04:58:58Z,,https://api.github.com/repos/golang/go/issues/53154,https://github.com/golang/go/pull/53154.diff,31585.0,https://api.github.com/repos/golang/go/issues/53154/events,[],2022-05-30T20:12:33Z,,110
53143,TriAnMan,crypto/tls: reduce the number of allocations made for Conn.Read calls,2022-05-30T12:14:59Z,2022-05-30T12:32:01Z,,https://api.github.com/repos/golang/go/issues/53143,https://github.com/golang/go/pull/53143.diff,1022.0,https://api.github.com/repos/golang/go/issues/53143/events,[],2022-05-30T12:14:59Z,,7
53064,timcooijmans,cmd/cgo: fix unaligned arguments typedmemmove crash on iOS,2022-05-25T07:30:28Z,2022-06-03T02:34:25Z,,https://api.github.com/repos/golang/go/issues/53064,https://github.com/golang/go/pull/53064.diff,759837.0,https://api.github.com/repos/golang/go/issues/53064/events,[],2022-05-25T07:30:28Z,,2
53034,adesokanayo,Update env comment,2022-05-23T17:19:38Z,2022-05-23T21:55:02Z,,https://api.github.com/repos/golang/go/issues/53034,https://github.com/golang/go/pull/53034.diff,16524.0,https://api.github.com/repos/golang/go/issues/53034/events,[],2022-05-23T17:19:38Z,,0
53008,drpaneas,cmd/go: improve err msg when vendors dir is missing but required,2022-05-20T01:44:25Z,2022-09-28T18:54:03Z,,https://api.github.com/repos/golang/go/issues/53008,https://github.com/golang/go/pull/53008.diff,11380178.0,https://api.github.com/repos/golang/go/issues/53008/events,[],2022-05-20T01:44:25Z,,2
52987,dchaofei,crypto/x509: optimize the performance of checkSignature,2022-05-19T02:00:02Z,2022-05-19T02:06:49Z,,https://api.github.com/repos/golang/go/issues/52987,https://github.com/golang/go/pull/52987.diff,407.0,https://api.github.com/repos/golang/go/issues/52987/events,[],2022-05-19T02:00:02Z,,1
52959,ZekeLu,cmd/go: improve handling of tmpdir being noexec,2022-05-18T11:07:36Z,2022-05-18T15:53:45Z,,https://api.github.com/repos/golang/go/issues/52959,https://github.com/golang/go/pull/52959.diff,17169.0,https://api.github.com/repos/golang/go/issues/52959/events,[],2022-05-18T11:07:36Z,,18
52920,johanneswuerbach,net/http: return an error if Write is called after WriteTimeout,2022-05-16T08:57:55Z,2022-09-16T21:08:45Z,,https://api.github.com/repos/golang/go/issues/52920,https://github.com/golang/go/pull/52920.diff,10671050.0,https://api.github.com/repos/golang/go/issues/52920/events,[],2022-05-16T08:57:55Z,,70
52779,comeonjy,syscall:Added support for specific exclusiveaddruse parameters under Windows,2022-05-09T02:13:16Z,2022-05-09T02:41:59Z,,https://api.github.com/repos/golang/go/issues/52779,https://github.com/golang/go/pull/52779.diff,1723.0,https://api.github.com/repos/golang/go/issues/52779/events,[],2022-05-09T02:13:16Z,,2
52732,jeremyschlatter,cmd/internal/sys: allow c-shared buildmode on ios,2022-05-05T23:32:53Z,2022-05-05T23:39:08Z,,https://api.github.com/repos/golang/go/issues/52732,https://github.com/golang/go/pull/52732.diff,375.0,https://api.github.com/repos/golang/go/issues/52732/events,[],2022-05-05T23:32:53Z,,1
52610,cmburn,cmd/dist: add build mode support regression test for issue #43571,2022-04-28T21:07:19Z,2022-04-28T22:55:20Z,,https://api.github.com/repos/golang/go/issues/52610,https://github.com/golang/go/pull/52610.diff,6481.0,https://api.github.com/repos/golang/go/issues/52610/events,[],2022-04-28T21:07:19Z,,69
52581,TiemenSch,syscall/js: enable a JS Promise pattern for Funcs,2022-04-26T22:59:51Z,2022-11-07T15:03:32Z,,https://api.github.com/repos/golang/go/issues/52581,https://github.com/golang/go/pull/52581.diff,16819421.0,https://api.github.com/repos/golang/go/issues/52581/events,[],2022-04-26T22:59:51Z,,38
52565,MyungSeKyo,reflect: change reflect.Ptr to reflect.Pointer,2022-04-26T07:55:57Z,2022-12-01T21:13:10Z,,https://api.github.com/repos/golang/go/issues/52565,https://github.com/golang/go/pull/52565.diff,18969433.0,https://api.github.com/repos/golang/go/issues/52565/events,[],2022-04-26T07:55:57Z,,16
52541,1800alex,runtime: add check before using arguments with -buildmode=c-archive and -buildmode=c-shared on non glibc systems such as musl/uclinux,2022-04-25T11:51:19Z,2022-04-30T02:42:15Z,,https://api.github.com/repos/golang/go/issues/52541,https://github.com/golang/go/pull/52541.diff,399056.0,https://api.github.com/repos/golang/go/issues/52541/events,[],2022-04-25T11:51:19Z,,183
52384,bustedware,crypto/x509: removed oracle from DecryptPEMBlock. removed deprecations,2022-04-16T17:33:20Z,2022-04-16T17:46:20Z,,https://api.github.com/repos/golang/go/issues/52384,https://github.com/golang/go/pull/52384.diff,780.0,https://api.github.com/repos/golang/go/issues/52384/events,[],2022-04-16T17:33:20Z,,2
52327,notfilippo,cmd/go: prevent fatal when working in a git repo with no commit,2022-04-13T11:04:19Z,2022-10-06T14:59:52Z,,https://api.github.com/repos/golang/go/issues/52327,https://github.com/golang/go/pull/52327.diff,15220533.0,https://api.github.com/repos/golang/go/issues/52327/events,[],2022-04-13T11:04:19Z,,15
52258,luojia65,"compile: name X1 as RA under RISC-V in comment, other than LR",2022-04-10T03:17:38Z,2022-04-10T03:23:20Z,,https://api.github.com/repos/golang/go/issues/52258,https://github.com/golang/go/pull/52258.diff,342.0,https://api.github.com/repos/golang/go/issues/52258/events,[],2022-04-10T03:17:38Z,,2
52164,tmm1,crypto/x509: fix signature for macOS.SecTrustEvaluate,2022-04-05T18:44:03Z,2022-05-05T14:01:58Z,,https://api.github.com/repos/golang/go/issues/52164,https://github.com/golang/go/pull/52164.diff,2575075.0,https://api.github.com/repos/golang/go/issues/52164/events,[],2022-04-05T18:44:03Z,,4
52097,ysmood,runtime: resolve #52093,2022-04-01T04:32:28Z,2022-05-08T21:04:55Z,,https://api.github.com/repos/golang/go/issues/52097,https://github.com/golang/go/pull/52097.diff,3256347.0,https://api.github.com/repos/golang/go/issues/52097/events,[],2022-04-01T04:32:28Z,,23
52071,eltociear,spec: fix typo in go_spec.html,2022-03-31T13:18:43Z,2022-03-31T20:57:59Z,,https://api.github.com/repos/golang/go/issues/52071,https://github.com/golang/go/pull/52071.diff,27556.0,https://api.github.com/repos/golang/go/issues/52071/events,[],2022-03-31T13:18:43Z,,0
51954,bstncartwright,cmd/go: fail if the user tries to modify the GOMOD environment variable,2022-03-25T21:31:58Z,2022-03-28T16:34:29Z,,https://api.github.com/repos/golang/go/issues/51954,https://github.com/golang/go/pull/51954.diff,241351.0,https://api.github.com/repos/golang/go/issues/51954/events,[],2022-03-25T21:31:58Z,,4
51894,bouk,unicode/utf16: add RuneLen,2022-03-23T15:21:52Z,2022-08-23T04:34:19Z,,https://api.github.com/repos/golang/go/issues/51894,https://github.com/golang/go/pull/51894.diff,13180347.0,https://api.github.com/repos/golang/go/issues/51894/events,[],2022-03-23T15:21:52Z,,24
51827,nevkontakte,crypto/tls: skip part of the test based on GOOS instead of GOARCH,2022-03-20T16:55:41Z,2022-03-20T23:29:18Z,,https://api.github.com/repos/golang/go/issues/51827,https://github.com/golang/go/pull/51827.diff,23617.0,https://api.github.com/repos/golang/go/issues/51827/events,[],2022-03-20T16:55:41Z,,8
51679,doujiang24,runtime/cgo: store M for C-created thread in pthread key,2022-03-15T11:15:24Z,2023-03-13T01:00:20Z,,https://api.github.com/repos/golang/go/issues/51679,https://github.com/golang/go/pull/51679.diff,31326296.0,https://api.github.com/repos/golang/go/issues/51679/events,[],2022-03-15T11:15:24Z,,269
51662,skmcgrail,net/http/httputil: reduce mem allocs for dummyBody client request dumps,2022-03-14T16:36:23Z,2022-11-01T19:06:29Z,,https://api.github.com/repos/golang/go/issues/51662,https://github.com/golang/go/pull/51662.diff,20053806.0,https://api.github.com/repos/golang/go/issues/51662/events,[],2022-03-14T16:36:23Z,,61
51651,hzzb,runtime: let sysmon sleep in netpoll if possible,2022-03-14T11:54:28Z,2022-05-20T14:03:37Z,,https://api.github.com/repos/golang/go/issues/51651,https://github.com/golang/go/pull/51651.diff,5796549.0,https://api.github.com/repos/golang/go/issues/51651/events,[],2022-03-14T11:54:28Z,,209
51612,pzx521521,syscall: Add double quotes if parameter contain special symbols,2022-03-11T07:55:17Z,2022-03-21T14:23:42Z,,https://api.github.com/repos/golang/go/issues/51612,https://github.com/golang/go/pull/51612.diff,887305.0,https://api.github.com/repos/golang/go/issues/51612/events,[],2022-03-11T07:55:17Z,,27
51541,r0ckysec,fix SIGUSR1 signal incompatible windows bug.,2022-03-08T08:28:29Z,2022-09-06T18:01:43Z,,https://api.github.com/repos/golang/go/issues/51541,https://github.com/golang/go/pull/51541.diff,15759194.0,https://api.github.com/repos/golang/go/issues/51541/events,[],2022-03-08T08:28:29Z,,9
51347,irfansharif,"runtime,runtime/metrics: track on-cpu time per goroutine",2022-02-24T13:56:06Z,2022-12-17T18:13:56Z,,https://api.github.com/repos/golang/go/issues/51347,https://github.com/golang/go/pull/51347.diff,25589870.0,https://api.github.com/repos/golang/go/issues/51347/events,[],2022-02-24T13:56:06Z,,36
51273,simonkotwicz,net/http: add doc details regarding Transport retries,2022-02-20T08:21:58Z,2022-04-11T22:27:14Z,,https://api.github.com/repos/golang/go/issues/51273,https://github.com/golang/go/pull/51273.diff,4370716.0,https://api.github.com/repos/golang/go/issues/51273/events,[],2022-02-20T08:21:58Z,,0
51030,avelino,database/sql: document the `asString` function,2022-02-05T18:53:35Z,2022-02-05T18:55:24Z,,https://api.github.com/repos/golang/go/issues/51030,https://github.com/golang/go/pull/51030.diff,109.0,https://api.github.com/repos/golang/go/issues/51030/events,[],2022-02-05T18:53:35Z,,0
50939,AkihiroSuda,"net/http: expose ""http: server gave HTTP response to HTTPS client"" error",2022-01-31T23:54:41Z,2023-03-07T23:41:49Z,,https://api.github.com/repos/golang/go/issues/50939,https://github.com/golang/go/pull/50939.diff,34559228.0,https://api.github.com/repos/golang/go/issues/50939/events,[],2022-01-31T23:54:41Z,,2
50904,mitar,net/http: set/override Content-Length for encoded range requests,2022-01-29T15:07:28Z,2023-03-07T19:51:58Z,,https://api.github.com/repos/golang/go/issues/50904,https://github.com/golang/go/pull/50904.diff,34749870.0,https://api.github.com/repos/golang/go/issues/50904/events,[],2022-01-29T15:07:28Z,,6
50901,syumai,spec: fix links to some headers in the page,2022-01-29T10:57:25Z,2022-02-08T23:18:28Z,,https://api.github.com/repos/golang/go/issues/50901,https://github.com/golang/go/pull/50901.diff,908463.0,https://api.github.com/repos/golang/go/issues/50901/events,[],2022-01-29T10:57:25Z,,2
50822,marler8997,runtime: fix badsignal2 to initialize r3 with a valid address,2022-01-26T10:06:37Z,2022-05-19T20:43:40Z,,https://api.github.com/repos/golang/go/issues/50822,https://github.com/golang/go/pull/50822.diff,9801423.0,https://api.github.com/repos/golang/go/issues/50822/events,[],2022-01-26T10:06:37Z,,5
50802,blmayer,mime: add .ico to builtin types,2022-01-25T15:48:56Z,2022-01-27T00:58:09Z,,https://api.github.com/repos/golang/go/issues/50802,https://github.com/golang/go/pull/50802.diff,119353.0,https://api.github.com/repos/golang/go/issues/50802/events,[],2022-01-25T15:48:56Z,,1
50799,juliens,net/http: fix memory leak in http.Transport,2022-01-25T09:37:40Z,2022-05-04T09:25:18Z,,https://api.github.com/repos/golang/go/issues/50799,https://github.com/golang/go/pull/50799.diff,8552858.0,https://api.github.com/repos/golang/go/issues/50799/events,[],2022-01-25T09:37:40Z,,66
50771,doujiang24,pprof: support limit the max number for dumping goroutines.,2022-01-24T14:08:07Z,2022-01-25T05:21:21Z,,https://api.github.com/repos/golang/go/issues/50771,https://github.com/golang/go/pull/50771.diff,54794.0,https://api.github.com/repos/golang/go/issues/50771/events,[],2022-01-24T14:08:07Z,,30
50677,guowangy,"internal/cpu,internal/bytealg: add SIMD prefix match for Index/amd64",2022-01-19T05:02:16Z,2022-01-29T02:48:31Z,,https://api.github.com/repos/golang/go/issues/50677,https://github.com/golang/go/pull/50677.diff,855975.0,https://api.github.com/repos/golang/go/issues/50677/events,[],2022-01-19T05:02:16Z,,235
